pair_id,family_id,asset_a_id,asset_b_id,label,scenario,split
V3-239,V3-FAMILY-IND_GL_NET_QUARTER_ACTIVE,IND_GL_NET_QUARTER_ACTIVE,IND_GL_NET_QUARTER_ACTIVE_HARD,NOT_DUPLICATE,HARD_FILTER_CONFLICT,DEV
V3-240,V3-FAMILY-IND_GL_NET_QUARTER_ACTIVE,IND_GL_NET_QUARTER_ACTIVE,DIST_DEPOSIT_028,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-241,V3-FAMILY-IND_GL_NET_QUARTER_CNY,IND_GL_NET_QUARTER_CNY,IND_GL_NET_QUARTER_CNY_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-242,V3-FAMILY-IND_GL_NET_QUARTER_CNY,IND_GL_NET_QUARTER_CNY,IND_GL_NET_QUARTER_CNY_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-243,V3-FAMILY-IND_GL_NET_QUARTER_CNY,IND_GL_NET_QUARTER_CNY,DIST_DEPOSIT_029,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-244,V3-FAMILY-IND_GL_ENTRY_CNT_DAY_ALL,IND_GL_ENTRY_CNT_DAY_ALL,IND_GL_ENTRY_CNT_DAY_ALL_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-245,V3-FAMILY-IND_GL_ENTRY_CNT_DAY_ALL,IND_GL_ENTRY_CNT_DAY_ALL,IND_GL_ENTRY_CNT_DAY_ALL_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-246,V3-FAMILY-IND_GL_ENTRY_CNT_DAY_ALL,IND_GL_ENTRY_CNT_DAY_ALL,DIST_LOAN_021,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-247,V3-FAMILY-IND_GL_ENTRY_CNT_DAY_ACTIVE,IND_GL_ENTRY_CNT_DAY_ACTIVE,IND_GL_ENTRY_CNT_DAY_ACTIVE_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-248,V3-FAMILY-IND_GL_ENTRY_CNT_DAY_ACTIVE,IND_GL_ENTRY_CNT_DAY_ACTIVE,IND_GL_ENTRY_CNT_DAY_ACTIVE_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-249,V3-FAMILY-IND_GL_ENTRY_CNT_DAY_ACTIVE,IND_GL_ENTRY_CNT_DAY_ACTIVE,DIST_LOAN_022,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-250,V3-FAMILY-IND_GL_ENTRY_CNT_DAY_CNY,IND_GL_ENTRY_CNT_DAY_CNY,IND_GL_ENTRY_CNT_DAY_CNY_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-251,V3-FAMILY-IND_GL_ENTRY_CNT_DAY_CNY,IND_GL_ENTRY_CNT_DAY_CNY,IND_GL_ENTRY_CNT_DAY_CNY_HARD,NOT_DUPLICATE,HARD_CURRENCY_SCOPE_CONFLICT,TEST
V3-252,V3-FAMILY-IND_GL_ENTRY_CNT_DAY_CNY,IND_GL_ENTRY_CNT_DAY_CNY,DIST_LOAN_023,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-253,V3-FAMILY-IND_GL_ENTRY_CNT_MONTH_ALL,IND_GL_ENTRY_CNT_MONTH_ALL,IND_GL_ENTRY_CNT_MONTH_ALL_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-254,V3-FAMILY-IND_GL_ENTRY_CNT_MONTH_ALL,IND_GL_ENTRY_CNT_MONTH_ALL,IND_GL_ENTRY_CNT_MONTH_ALL_HARD,NOT_DUPLICATE,HARD_TIME_GRAIN_CONFLICT,TEST
V3-255,V3-FAMILY-IND_GL_ENTRY_CNT_MONTH_ALL,IND_GL_ENTRY_CNT_MONTH_ALL,DIST_LOAN_024,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-256,V3-FAMILY-IND_GL_ENTRY_CNT_MONTH_ACTIVE,IND_GL_ENTRY_CNT_MONTH_ACTIVE,IND_GL_ENTRY_CNT_MONTH_ACTIVE_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-257,V3-FAMILY-IND_GL_ENTRY_CNT_MONTH_ACTIVE,IND_GL_ENTRY_CNT_MONTH_ACTIVE,IND_GL_ENTRY_CNT_MONTH_ACTIVE_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-258,V3-FAMILY-IND_GL_ENTRY_CNT_MONTH_ACTIVE,IND_GL_ENTRY_CNT_MONTH_ACTIVE,DIST_LOAN_025,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-259,V3-FAMILY-IND_GL_ENTRY_CNT_MONTH_CNY,IND_GL_ENTRY_CNT_MONTH_CNY,IND_GL_ENTRY_CNT_MONTH_CNY_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-260,V3-FAMILY-IND_GL_ENTRY_CNT_MONTH_CNY,IND_GL_ENTRY_CNT_MONTH_CNY,IND_GL_ENTRY_CNT_MONTH_CNY_HARD,NOT_DUPLICATE,HARD_MEASURE_CONFLICT,TEST
V3-261,V3-FAMILY-IND_GL_ENTRY_CNT_MONTH_CNY,IND_GL_ENTRY_CNT_MONTH_CNY,DIST_LOAN_026,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-262,V3-FAMILY-IND_GL_ENTRY_CNT_QUARTER_ALL,IND_GL_ENTRY_CNT_QUARTER_ALL,IND_GL_ENTRY_CNT_QUARTER_ALL_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-263,V3-FAMILY-IND_GL_ENTRY_CNT_QUARTER_ALL,IND_GL_ENTRY_CNT_QUARTER_ALL,IND_GL_ENTRY_CNT_QUARTER_ALL_HARD,NOT_DUPLICATE,HARD_FILTER_CONFLICT,DEV
V3-264,V3-FAMILY-IND_GL_ENTRY_CNT_QUARTER_ALL,IND_GL_ENTRY_CNT_QUARTER_ALL,DIST_LOAN_027,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-265,V3-FAMILY-IND_GL_ENTRY_CNT_QUARTER_ACTIVE,IND_GL_ENTRY_CNT_QUARTER_ACTIVE,IND_GL_ENTRY_CNT_QUARTER_ACTIVE_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-266,V3-FAMILY-IND_GL_ENTRY_CNT_QUARTER_ACTIVE,IND_GL_ENTRY_CNT_QUARTER_ACTIVE,IND_GL_ENTRY_CNT_QUARTER_ACTIVE_HARD,NOT_DUPLICATE,HARD_TIME_GRAIN_CONFLICT,TEST
V3-267,V3-FAMILY-IND_GL_ENTRY_CNT_QUARTER_ACTIVE,IND_GL_ENTRY_CNT_QUARTER_ACTIVE,DIST_LOAN_028,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-268,V3-FAMILY-IND_GL_ENTRY_CNT_QUARTER_CNY,IND_GL_ENTRY_CNT_QUARTER_CNY,IND_GL_ENTRY_CNT_QUARTER_CNY_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-269,V3-FAMILY-IND_GL_ENTRY_CNT_QUARTER_CNY,IND_GL_ENTRY_CNT_QUARTER_CNY,IND_GL_ENTRY_CNT_QUARTER_CNY_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-270,V3-FAMILY-IND_GL_ENTRY_CNT_QUARTER_CNY,IND_GL_ENTRY_CNT_QUARTER_CNY,DIST_LOAN_029,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
